player,birthday,yrs,from,to,team
Sergei Bobrovsky,1988-09-20,9,2011,2020,"PHI,CBJ,FLA"
Ray Cullen,1941-09-20,5,1966,1971,"NYR,DET,MNS,VAN"
Dylan Ferguson,1998-09-20,0,2018,2018,VEG
Mike Forbes,1957-09-20,4,1978,1982,"BOS,EDM"
Matt Glennon,1968-09-20,0,1992,1992,BOS
Sam Godin,1909-09-20,6,1928,1934,"OTS,MTL"
Ryan Hartman,1994-09-20,5,2015,2020,"CHI,NSH,PHI,MIN"
Jan Hlavac,1976-09-20,8,2000,2008,"NYR,PHI,VAN,CAR,NSH,TBL"
Dave Kelly,1952-09-20,0,1977,1977,DET
Kerry Ketter,1947-09-20,0,1973,1973,ATF
Guy Lafleur*,1951-09-20,19,1972,1991,"MTL,NYR,QUE"
Brandon Mashinter,1988-09-20,5,2011,2016,"SJS,NYR,CHI"
Jeff Nielsen,1971-09-20,4,1997,2001,"NYR,MDA,MIN"
Glen Richardson,1955-09-20,0,1976,1976,VAN
Bill Riley,1950-09-20,5,1975,1980,"WSH,WIN"
Radim Simek,1992-09-20,1,2019,2020,SJS
Kevin Stenlund,1996-09-20,1,2019,2020,CBJ
John Tavares,1990-09-20,10,2010,2020,"NYI,TOR"
Blair Barnes,1960-09-21,0,1983,1983,LAK
Gord Dineen,1962-09-21,12,1983,1995,"NYI,MNS,PIT,OTT"
Bob Errey,1964-09-21,14,1984,1998,"PIT,BUF,SJS,DET,DAL,NYR"
Matti Hagman,1955-09-21,5,1977,1982,"BOS,EDM"
Milt Halliday,1906-09-21,2,1927,1929,OTS
Uli Hiemer,1962-09-21,2,1985,1987,NJD
Chuck Holmes,1934-09-21,3,1959,1962,DET
Percy Jackson,1907-09-21,4,1932,1936,"BOS,NYA,NYR"
Nick Jensen,1990-09-21,3,2017,2020,"DET,WSH"
Curtis Leschyshyn,1969-09-21,15,1989,2004,"QUE,COL,HAR,WSH,CAR,MIN,OTT"
Troy Loney,1963-09-21,11,1984,1995,"PIT,MDA,NYI,NYR"
Ross Lowe,1928-09-21,2,1950,1952,"BOS,MTL"
Howie Morenz*,1902-09-21,13,1924,1937,"MTL,CBH,NYR"
Petr Prajsler,1965-09-21,4,1988,1992,"LAK,BOS"
Al Staley,1928-09-21,0,1949,1949,NYR
Barry Sullivan,1927-09-21,0,1948,1948,DET
Johan Sundstrom,1992-09-21,0,2014,2014,NYI
Bill Sweatt,1988-09-21,1,2012,2013,VAN
Connie Tudin,1917-09-21,0,1942,1942,MTL
Derick Brassard,1987-09-22,12,2008,2020,"CBJ,NYR,OTT,PIT,COL,FLA,NYI"
Matt Elich,1979-09-22,1,2000,2001,TBL
Pat Falloon,1972-09-22,8,1992,2000,"SJS,PHI,OTT,EDM,PIT"
Gerry Foley,1932-09-22,14,1955,1969,"TOR,NYR,LAK"
Rick Foley,1945-09-22,3,1971,1974,"CBH,PHI,DET"
Brian Ford,1961-09-22,1,1984,1985,"QUE,PIT"
Mark Johnson,1957-09-22,10,1980,1990,"PIT,MNS,HAR,STL,NJD"
Gerry McNamara,1934-09-22,9,1961,1970,TOR
Carl Mokosak,1962-09-22,7,1982,1989,"CGY,LAK,PHI,PIT,BOS"
Steve Moore,1978-09-22,2,2002,2004,COL
Ethan Moreau,1975-09-22,16,1996,2012,"CHI,EDM,CBJ,LAK"
Antti-Jussi Niemi,1977-09-22,1,2001,2002,MDA
Janne Niskala,1981-09-22,0,2009,2009,TBL
Harvie Pocza,1959-09-22,2,1980,1982,WSH
Craig Redmond,1965-09-22,4,1985,1989,"LAK,EDM"
Mike Richter,1966-09-22,13,1990,2003,NYR
Brandy Semchuk,1971-09-22,0,1993,1993,LAK
Petr Taticek,1983-09-22,0,2006,2006,FLA
Milan Tichy,1969-09-22,3,1993,1996,"CHI,NYI"
Alexander Wennberg,1994-09-22,5,2015,2020,CBJ
Pontus Aberg,1993-09-23,3,2017,2020,"NSH,EDM,ANA,MIN,TOR"
Donald Audette,1969-09-23,13,1991,2004,"BUF,LAK,ATL,DAL,MTL,FLA"
Dan Bonar,1956-09-23,2,1981,1983,LAK
Christian Bordeleau,1947-09-23,3,1969,1972,"MTL,STL,CBH"
Gabriel Bourque,1990-09-23,8,2012,2020,"NSH,COL,WPG"
Garrett Burnett,1975-09-23,0,2004,2004,MDA
Matthieu Descoteaux,1977-09-23,0,2001,2001,MTL
Kaden Fulcher,1998-09-23,0,2019,2019,DET
Mario Giallonardo,1957-09-23,1,1980,1981,CLR
Zach Hamill,1988-09-23,2,2010,2012,BOS
Lukas Kaspar,1985-09-23,1,2008,2009,SJS
Wildor Larochelle,1906-09-23,11,1926,1937,"MTL,CBH"
Petteri Lindbohm,1993-09-23,2,2015,2017,STL
Joffrey Lupul,1983-09-23,12,2004,2016,"MDA,EDM,PHI,ANA,TOR"
Milan Novy,1951-09-23,0,1983,1983,WSH
Bill Phillips,1902-09-23,0,1930,1930,MTM
Curt Ridley,1951-09-23,6,1975,1981,"NYR,VAN,TOR"
Dixon Ward,1968-09-23,10,1993,2003,"VAN,LAK,TOR,BUF,BOS,NYR"
Yannick Weber,1988-09-23,11,2009,2020,"MTL,VAN,NSH"
Vitali Yeremeyev,1975-09-23,0,2001,2001,NYR
Karl Alzner,1988-09-24,11,2009,2020,"WSH,MTL"
Chris Bala,1978-09-24,0,2002,2002,OTT
Paul Carey,1988-09-24,6,2014,2020,"COL,WSH,NYR,BOS,OTT"
Tim Ecclestone,1947-09-24,10,1968,1978,"STL,DET,TOR,ATF"
Miloslav Guren,1976-09-24,1,1999,2000,MTL
Walter Harnott,1909-09-24,0,1934,1934,BOS
Dale Henry,1964-09-24,5,1985,1990,NYI
Albert Holway,1902-09-24,5,1924,1929,"TRS,MTM,PTP"
Steven Kampfer,1988-09-24,9,2011,2020,"BOS,MIN,FLA,NYR"
Brett Lernout,1995-09-24,2,2016,2018,MTL
Tapio Levo,1955-09-24,1,1982,1983,"CLR,NJD"
Mike Lundin,1984-09-24,5,2008,2013,"TBL,MIN,OTT"
Dan Maloney,1950-09-24,11,1971,1982,"CBH,LAK,DET,TOR"
Kris Manery,1954-09-24,3,1978,1981,"CLE,MNS,VAN,WIN"
Davis Payne,1970-09-24,1,1996,1997,BOS
Tomas Surovy,1981-09-24,3,2003,2006,PIT
Frank Bialowas,1969-09-25,0,1994,1994,TOR
George Boothman,1916-09-25,1,1943,1944,TOR
Bill Bowler,1974-09-25,0,2001,2001,CBJ
Matt Carle,1984-09-25,11,2006,2017,"SJS,PHI,TBL,NSH"
Ed Gorman,1892-09-25,3,1925,1928,"OTS,TOR"
Kim Issel,1967-09-25,0,1989,1989,EDM
Calle Jarnkrok,1991-09-25,6,2014,2020,NSH
Toni Lydman,1977-09-25,12,2001,2013,"CGY,BUF,ANA"
Stu McNeill,1938-09-25,2,1958,1960,DET
Bryan McSheffrey,1952-09-25,2,1973,1975,"VAN,BUF"
Joel Prpic,1974-09-25,3,1998,2001,"BOS,COL"
Al Simmons,1951-09-25,4,1972,1976,"CGS,BOS"
Stu Smith,1918-09-25,1,1941,1942,MTL
Carol Vadnais,1945-09-25,16,1967,1983,"MTL,OAK,CGS,BOS,NYR,NJD"
Alexandre Volchkov,1977-09-25,0,2000,2000,WSH
Aubrey Webster,1912-09-25,4,1931,1935,"PHQ,MTM"
Joe Zanussi,1947-09-25,2,1975,1977,"NYR,BOS,STL"
Clint Benedict*,1892-09-26,12,1918,1930,"OTS,MTM"
Jonas Bergqvist,1962-09-26,0,1990,1990,CGY
Frank Brimsek*,1915-09-26,11,1939,1950,"BOS,CBH"
Craig Darby,1972-09-26,9,1995,2004,"MTL,NYI,PHI,NJD"
Norm Dussault,1925-09-26,3,1948,1951,MTL
Vic Heyliger,1912-09-26,6,1938,1944,CBH
Garry Howatt,1952-09-26,11,1973,1984,"NYI,HAR,NJD"
Craig Janney,1967-09-26,11,1988,1999,"BOS,STL,SJS,WIN,PHX,NYI,TBL"
Karson Kuhlman,1995-09-26,1,2019,2020,BOS
Chris Kunitz,1979-09-26,15,2004,2019,"MDA,ATL,ANA,PIT,TBL,CHI"
Paul Laus,1970-09-26,8,1994,2002,FLA
Joona Luoto,1997-09-26,0,2020,2020,WPG
Brooks Orpik,1980-09-26,16,2003,2019,"PIT,WSH"
Fido Purpur,1914-09-26,10,1935,1945,"STE,CBH"
John Scott,1982-09-26,7,2009,2016,"MIN,CHI,NYR,BUF,SJS,ARI,MTL"
Daniel Sedin,1980-09-26,17,2001,2018,VAN
Henrik Sedin,1980-09-26,17,2001,2018,VAN
Nick Shore,1992-09-26,5,2015,2020,"LAK,CGY,OTT,TOR,WPG"
Raymie Skilton,1889-09-26,0,1918,1918,MTW
Jack Stoddard,1926-09-26,1,1952,1953,NYR
Steve Stone,1952-09-26,0,1974,1974,VAN
Brody Sutter,1991-09-26,1,2015,2016,CAR
Bob Sykes,1951-09-26,0,1975,1975,TOR
Michel Archambault,1950-09-27,0,1977,1977,CBH
Frank Bathe,1954-09-27,8,1975,1983,"DET,PHI"
Jay Bouwmeester,1983-09-27,17,2003,2020,"FLA,CGY,STL"
Wally Boyer,1937-09-27,6,1966,1972,"TOR,CBH,OAK,PIT"
Rene Chapdelaine,1966-09-27,2,1991,1993,LAK
Jeff Cowan,1976-09-27,8,2000,2008,"CGY,ATL,LAK,VAN"
Miroslav Frycer,1959-09-27,7,1982,1989,"QUE,TOR,DET,EDM"
Gary Gambucci,1946-09-27,2,1972,1974,MNS
Blair Jones,1986-09-27,8,2007,2015,"TBL,CGY,PHI"
Dennis Kearns,1945-09-27,9,1972,1981,VAN
Daymond Langkow,1976-09-27,16,1996,2012,"TBL,PHI,PHX,CGY"
Al MacNeil,1935-09-27,12,1956,1968,"TOR,MTL,CBH,NYR,PIT"
Merlin Malinowski,1958-09-27,4,1979,1983,"CLR,HAR,NJD"
Wayne Maxner,1942-09-27,1,1965,1966,BOS
Paul Mulvey,1958-09-27,3,1979,1982,"WSH,LAK,PIT"
Ryan Murray,1993-09-27,6,2014,2020,CBJ
Aaron Rome,1983-09-27,7,2007,2014,"ANA,CBJ,VAN,DAL"
Tommy Smith*,1886-09-27,0,1920,1920,QBC
John Arbour,1945-09-28,6,1966,1972,"BOS,PIT,STL,VAN"
Bruce Eakin,1962-09-28,4,1982,1986,"CGY,DET"
Don Edwards,1955-09-28,9,1977,1986,"BUF,CGY,TOR"
Ray Emery,1982-09-28,12,2003,2015,"OTT,PHI,ANA,CHI"
Grant Fuhr*,1962-09-28,18,1982,2000,"EDM,TOR,BUF,LAK,STL,CGY"
Barry Gibbs,1948-09-28,12,1968,1980,"BOS,MNS,ATF,STL,LAK"
Doug Gibson,1953-09-28,4,1974,1978,"BOS,WSH"
Syd Howe*,1911-09-28,16,1930,1946,"OTS,PHQ,TOR,DET,STE"
Vern Kaiser,1926-09-28,0,1951,1951,MTL
Steve Kasper,1961-09-28,12,1981,1993,"BOS,LAK,PHI,TBL"
Bob Miller,1956-09-28,7,1978,1985,"BOS,CLR,LAK"
Tom O'Neill,1923-09-28,1,1944,1945,TOR
Dustin Penner,1982-09-28,8,2006,2014,"MDA,ANA,EDM,LAK,WSH"
Brian Rafalski,1973-09-28,11,2000,2011,"NJD,DET"
Jesse Schultz,1982-09-28,0,2007,2007,VAN
Tom Sestito,1987-09-28,9,2008,2017,"CBJ,PHI,VAN,PIT"
Andrei Skopintsev,1971-09-28,2,1999,2001,"TBL,ATL"
Rod Smylie,1895-09-28,5,1921,1926,"TRS,OTS"
Tim Trimper,1959-09-28,5,1980,1985,"CBH,WIN,MNS"
Art Wiebe,1912-09-28,11,1933,1944,CBH
Dave Andreychuk*,1963-09-29,23,1983,2006,"BUF,TOR,NJD,BOS,COL,TBL"
Danny Biega,1991-09-29,0,2015,2015,CAR
Wade Brookbank,1977-09-29,5,2004,2009,"NSH,VAN,BOS,CAR"
Paul Curtis,1947-09-29,3,1970,1973,"MTL,LAK,STL"
Cleon Daskalakis,1962-09-29,2,1985,1987,BOS
Rolf Edberg,1950-09-29,2,1979,1981,WSH
Mark Flood,1984-09-29,2,2010,2012,"NYI,WPG"
Mark Fraser,1986-09-29,8,2007,2015,"NJD,TOR,EDM"
Joe Hulbig,1973-09-29,4,1997,2001,"EDM,BOS"
Jorgen Jonsson,1972-09-29,0,2000,2000,"MDA,NYI"
Matt Lashoff,1986-09-29,4,2007,2011,"BOS,TBL,TOR"
Nathan Lawson,1983-09-29,3,2011,2014,"NYI,OTT"
John Miszuk,1940-09-29,6,1964,1970,"DET,CBH,PHI,MNS"
Mike Pelyk,1947-09-29,10,1968,1978,TOR
Rudy Poeschek,1966-09-29,12,1988,2000,"NYR,WIN,TBL,STL"
Benoit Pouliot,1986-09-29,11,2007,2018,"MIN,MTL,BOS,TBL,NYR,EDM,BUF"
Jordan Schroeder,1990-09-29,5,2013,2018,"VAN,MIN,CBJ"
Jon Sim,1977-09-29,12,1999,2011,"DAL,LAK,NSH,PIT,FLA,PHI,ATL,NYI"
Mario Thyer,1966-09-29,0,1990,1990,MNS
Ray Timgren,1928-09-29,6,1949,1955,"TOR,CBH"
Walt Tkaczuk,1947-09-29,13,1968,1981,NYR
John Tucker,1964-09-29,12,1984,1996,"BUF,WSH,NYI,TBL"
Jim Vesey,1965-09-29,3,1989,1992,"STL,BOS"
Kailer Yamamoto,1998-09-29,2,2018,2020,EDM
Trent Yawney,1965-09-29,11,1988,1999,"CHI,CGY,STL"
Yves Belanger,1952-09-30,5,1975,1980,"STL,ATF,BOS"
Kirk Bowman,1952-09-30,1,1977,1978,CBH
Per-Olov Brasar,1950-09-30,4,1978,1982,"MNS,VAN"
Mathieu Carle,1987-09-30,0,2010,2010,MTL
Ryane Clowe,1982-09-30,9,2006,2015,"SJS,NYR,NJD"
Cedrick Desjardins,1985-09-30,3,2011,2014,TBL
Anthony Greco,1993-09-30,0,2019,2019,FLA
Colin McDonald,1984-09-30,7,2010,2017,"EDM,PIT,NYI,PHI"
Cal O'Reilly,1986-09-30,9,2009,2018,"NSH,PHX,PIT,BUF,MIN"
Yan Stastny,1982-09-30,4,2006,2010,"BOS,EDM,STL"
Dan Brennan,1962-10-01,2,1984,1986,LAK
Luca Caputi,1988-10-01,2,2009,2011,"PIT,TOR"
Alex Chiasson,1990-10-01,7,2013,2020,"DAL,OTT,CGY,WSH,EDM"
Justin Dowling,1990-10-01,3,2017,2020,DAL
Denis Gauthier,1976-10-01,11,1998,2009,"CGY,PHI,PHX,LAK"
Frank Hughes,1949-10-01,0,1972,1972,CGS
Danny Johnson,1944-10-01,2,1970,1972,"TOR,VAN,DET"
Larry Keenan,1940-10-01,10,1962,1972,"TOR,STL,BUF,PHI"
Cliff Koroll,1946-10-01,10,1970,1980,CBH
Leo Lamoureux,1916-10-01,5,1942,1947,MTL
Mats Lindgren,1974-10-01,6,1997,2003,"EDM,NYI,VAN"
Mike Maneluk,1973-10-01,2,1999,2001,"CHI,NYR,PHI,CBJ"
Johnny Oduya,1981-10-01,11,2007,2018,"NJD,ATL,CHI,WPG,DAL,OTT,PHI"
Paul Pageau,1959-10-01,0,1981,1981,LAK
Domenic Pittis,1974-10-01,7,1997,2004,"PIT,BUF,EDM,NSH"
Dale Rominski,1975-10-01,0,2000,2000,TBL
Cliff Ronning,1965-10-01,17,1987,2004,"STL,VAN,PHX,NSH,LAK,MIN,NYI"
MacGregor Sharp,1985-10-01,0,2010,2010,ANA
Jaroslav Svejkovsky,1976-10-01,3,1997,2000,"WSH,TBL"
Dmytro Timashov,1996-10-01,0,2020,2020,"DET,TOR"
Igor Ulanov,1969-10-01,14,1992,2006,"WIN,WSH,CHI,TBL,MTL,EDM,FLA,NYR"
Doug Young,1908-10-01,9,1932,1941,"DTF,DET,MTL"
Scott Young,1967-10-01,18,1988,2006,"HAR,PIT,QUE,COL,MDA,STL,DAL"
Alex Zhamnov,1970-10-01,13,1993,2006,"WIN,CHI,PHI,BOS"
Frederik Andersen,1989-10-02,6,2014,2020,"ANA,TOR"
Glenn Anderson*,1960-10-02,15,1981,1996,"EDM,TOR,NYR,STL"
Josh Bailey,1989-10-02,11,2009,2020,NYI
Doug Barrie,1946-10-02,3,1969,1972,"PIT,BUF,LAK"
Red Beattie,1907-10-02,8,1931,1939,"BOS,DET,NYA"
Stu Bickel,1986-10-02,3,2012,2015,"NYR,MIN"
Jack Brownschidle,1955-10-02,8,1978,1986,"STL,HAR"
Bruce Draper,1940-10-02,0,1963,1963,TOR
Jonathan Filewich,1984-10-02,0,2008,2008,PIT
Alvin Fisher,1894-10-02,0,1925,1925,TRS
Link Gaetz,1968-10-02,3,1989,1992,"MNS,SJS"
Jason Herter,1970-10-02,0,1996,1996,NYI
Tim Hrynewich,1963-10-02,1,1983,1984,PIT
Kasimir Kaskisuo,1993-10-02,0,2020,2020,TOR
Martin Kaut,1999-10-02,0,2020,2020,COL
Phil Kessel,1987-10-02,13,2007,2020,"BOS,TOR,PIT,ARI"
Bill Kitchen,1960-10-02,3,1982,1985,"MTL,TOR"
Myles Lane,1905-10-02,5,1929,1934,"BOS,NYR"
Don Luce,1948-10-02,12,1970,1982,"NYR,DET,BUF,LAK,TOR"
Norm Maracle,1974-10-02,4,1998,2002,"DET,ATL"
Michael Mersch,1992-10-02,0,2016,2016,LAK
Bill Moe,1916-10-02,4,1945,1949,NYR
Hank Monteith,1945-10-02,2,1969,1971,DET
Rob Palmer,1952-10-02,2,1974,1976,CBH
Jimmy Peters,1922-10-02,8,1946,1954,"MTL,BOS,DET,CBH"
Gordie Roberts,1957-10-02,14,1980,1994,"HAR,MNS,PHI,STL,PIT,BOS"
Ralph Taylor,1905-10-02,2,1928,1930,"CBH,NYR"
Lorrain Thibeault,1918-10-02,1,1945,1946,"DET,MTL"
Graeme Townshend,1965-10-02,4,1990,1994,"BOS,NYI,OTT"
Julien Vauclair,1979-10-02,0,2004,2004,OTT
Vladimir Vorobiev,1972-10-02,2,1997,1999,"NYR,EDM"
Glen Wesley,1968-10-02,20,1988,2008,"BOS,HAR,CAR,TOR"
Brian Young,1958-10-02,0,1981,1981,CBH
Sheldon Brookbank,1980-10-03,7,2007,2014,"NSH,NJD,ANA,CHI"
Pat Flatley,1963-10-03,13,1984,1997,"NYI,NYR"
Adam Gaudette,1996-10-03,2,2018,2020,VAN
Bruno Gervais,1984-10-03,7,2006,2013,"NYI,TBL,PHI"
Mark Giordano,1983-10-03,14,2006,2020,CGY
Glenn Hall*,1931-10-03,18,1953,1971,"DET,CBH,STL"
Andy Hebenton,1929-10-03,8,1956,1964,"NYR,BOS"
Mike Johnson,1974-10-03,11,1997,2008,"TOR,TBL,PHX,MTL,STL"
Seth Jones,1994-10-03,6,2014,2020,"NSH,CBJ"
Antti Laaksonen,1973-10-03,8,1999,2007,"BOS,MIN,COL"
Michel Larocque,1976-10-03,0,2001,2001,CHI
Daniel Marois,1968-10-03,7,1989,1996,"TOR,NYI,BOS,DAL"
Jim McElmury,1949-10-03,5,1973,1978,"MNS,KCS,CLR"
Todd McLellan,1967-10-03,0,1988,1988,NYI
Michael Nylander,1972-10-03,16,1993,2009,"HAR,CGY,TBL,CHI,WSH,BOS,NYR"
Jean Ratelle*,1940-10-03,20,1961,1981,"NYR,BOS"
Jon Rohloff,1969-10-03,2,1995,1997,BOS
Ronnie Sundin,1970-10-03,0,1998,1998,NYR
Mark Vermette,1967-10-03,3,1989,1992,QUE
Jim Witherspoon,1951-10-03,0,1976,1976,LAK
Tom Askey,1974-10-04,0,1998,1998,MDA
Ray Barry,1928-10-04,0,1952,1952,BOS
Lean Bergmann,1998-10-04,0,2020,2020,SJS
Zach Boychuk,1989-10-04,6,2009,2015,"CAR,NSH,PIT"
Les Cunningham,1913-10-04,3,1937,1940,"NYA,CBH"
Rusty Fitzgerald,1972-10-04,1,1995,1996,PIT
Vic Hadfield,1940-10-04,15,1962,1977,"NYR,PIT"
Jim Hofford,1964-10-04,3,1986,1989,"BUF,LAK"
Petri Kontiola,1984-10-04,0,2008,2008,CHI
Connie Madigan,1934-10-04,0,1973,1973,STL
Gerry Odrowski,1938-10-04,11,1961,1972,"DET,OAK,STL"
Tom Webster,1948-10-04,11,1969,1980,"BOS,DET,CGS"
Justin Williams,1981-10-04,19,2001,2020,"PHI,CAR,LAK,WSH"
Jesse Winchester,1983-10-04,6,2008,2014,"OTT,FLA"
Bogdan Yakimov,1994-10-04,0,2015,2015,EDM
Sven Baertschi,1992-10-05,8,2012,2020,"CGY,VAN"
Stan Baluik,1935-10-05,0,1960,1960,BOS
Paul Beraldo,1967-10-05,1,1988,1989,BOS
Lorne Chabot,1900-10-05,10,1927,1937,"NYR,TOR,MTL,CBH,MTM,NYA"
Roy Conacher*,1916-10-05,13,1939,1952,"BOS,DET,CBH"
Jean Cusson,1942-10-05,0,1968,1968,OAK
Gary Edwards,1947-10-05,13,1969,1982,"STL,LAK,CLE,MNS,EDM,PIT"
Martin Frk,1993-10-05,3,2017,2020,"CAR,DET,LAK"
Michael Grabner,1987-10-05,10,2010,2020,"VAN,NYI,TOR,NYR,NJD,ARI"
Jesse Joensuu,1987-10-05,6,2009,2015,"NYI,EDM"
Denis Larocque,1967-10-05,0,1988,1988,LAK
Mario Lemieux*,1965-10-05,21,1985,2006,PIT
Par Lindholm,1991-10-05,1,2019,2020,"TOR,WPG,BOS"
Fredrik Olausson,1966-10-05,16,1987,2003,"WIN,EDM,MDA,PIT,DET"
Dan Plante,1971-10-05,4,1994,1998,NYI
Dean Prentice,1932-10-05,21,1953,1974,"NYR,BOS,DET,PIT,MNS"
Patrick Roy*,1965-10-05,18,1985,2003,"MTL,COL"
Curtis Sanford,1979-10-05,9,2003,2012,"STL,VAN,CBJ"
Peter Sejna,1979-10-05,4,2003,2007,STL
Logan Shaw,1991-10-05,4,2016,2020,"FLA,ANA,MTL,WPG"
Nate Thompson,1984-10-05,13,2007,2020,"BOS,NYI,TBL,ANA,LAK,OTT,MTL,PHI"
Bob Whitelaw,1916-10-05,1,1941,1942,DET
Josh Archibald,1992-10-06,4,2016,2020,"PIT,ARI,EDM"
Joel Baillargeon,1964-10-06,2,1987,1989,"WIN,QUE"
Steve Bancroft,1970-10-06,9,1993,2002,"CHI,SJS"
Daniel Briere,1977-10-06,17,1998,2015,"PHX,BUF,PHI,MTL,COL"
Roland Cloutier,1957-10-06,2,1978,1980,"DET,QUE"
Gabriel Dumont,1990-10-06,8,2012,2020,"MTL,TBL,OTT,MIN"
David Dziurzynski,1989-10-06,3,2013,2016,OTT
Tyler Ennis,1989-10-06,10,2010,2020,"BUF,MIN,TOR,EDM,OTT"
Martin Fehervary,1999-10-06,0,2020,2020,WSH
Jake Guentzel,1994-10-06,3,2017,2020,PIT
Marcus Johansson,1990-10-06,9,2011,2020,"WSH,NJD,BOS,BUF"
Kenny Jonsson,1974-10-06,9,1995,2004,"TOR,NYI"
Nazem Kadri,1990-10-06,10,2010,2020,"TOR,COL"
Ville Leino,1983-10-06,5,2009,2014,"DET,PHI,BUF"
Phil Maloney,1927-10-06,10,1950,1960,"BOS,TOR,CBH"
Jeff McLean,1969-10-06,0,1994,1994,SJS
Joe Miller,1900-10-06,3,1928,1931,"NYA,PTP,PHQ"
Sergei Mylnikov,1958-10-06,0,1990,1990,QUE
Ryan Pulock,1994-10-06,4,2016,2020,NYI
Pokey Reddick,1964-10-06,7,1987,1994,"WIN,EDM,FLA"
Bob Ring,1946-10-06,0,1966,1966,BOS
Howard Scruton,1962-10-06,0,1983,1983,LAK
Bill Stewart,1957-10-06,8,1978,1986,"BUF,STL,TOR,MNS"
Juuso Valimaki,1998-10-06,0,2019,2019,CGY
Nail Yakupov,1993-10-06,5,2013,2018,"EDM,STL,COL"
Gary Bergman,1938-10-07,11,1965,1976,"DET,MNS,KCS"
Garth Boesch,1920-10-07,3,1947,1950,TOR
Frank Boucher*,1901-10-07,22,1922,1944,"OTS,NYR"
David Bruce,1964-10-07,8,1986,1994,"VAN,STL,SJS"
Oscar Fantenberg,1991-10-07,2,2018,2020,"LAK,CGY,VAN"
Andre Faust,1969-10-07,1,1993,1994,PHI
Ross Fitzpatrick,1960-10-07,3,1983,1986,PHI
Nikolay Goldobin,1995-10-07,4,2016,2020,"SJS,VAN"
Jim Hrycuik,1949-10-07,0,1975,1975,WSH
Mike Hurlbut,1966-10-07,7,1993,2000,"NYR,QUE,BUF"
Josh Manson,1991-10-07,5,2015,2020,ANA
Bob McManama,1951-10-07,2,1974,1976,PIT
Rod Morrison,1925-10-07,0,1948,1948,DET
Darryl Olsen,1966-10-07,0,1992,1992,CGY
Jacques Richard,1952-10-07,10,1973,1983,"ATF,BUF,QUE"
Kerby Rychel,1994-10-07,4,2015,2019,"CBJ,MTL,CGY"
Cameron Schilling,1988-10-07,6,2013,2019,"WSH,WPG"
Brian Sutter,1956-10-07,11,1977,1988,STL
Scottie Upshall,1983-10-07,15,2003,2018,"NSH,PHI,PHX,CBJ,FLA,STL"
Kevyn Adams,1974-10-08,10,1998,2008,"TOR,CBJ,FLA,CAR,PHX,CHI"
John Blum,1959-10-08,7,1983,1990,"EDM,BOS,WSH,DET"
Don Cairns,1955-10-08,1,1976,1977,"KCS,CLR"
Alexandre Carrier,1996-10-08,3,2017,2020,NSH
George Gardner,1942-10-08,6,1966,1972,"DET,VAN"
Todd Harkins,1968-10-08,2,1992,1994,"CGY,HAR"
Seth Helgeson,1990-10-08,2,2015,2017,NJD
Timo Meier,1996-10-08,3,2017,2020,SJS
Branislav Mezei,1980-10-08,7,2001,2008,"NYI,FLA"
Fredrik Modin,1974-10-08,14,1997,2011,"TOR,TBL,CBJ,LAK,ATL,CGY"
Jean-Marc Richard,1966-10-08,2,1988,1990,QUE
David Rundblad,1990-10-08,4,2012,2016,"OTT,PHX,CHI"
Jordan Schmaltz,1993-10-08,2,2017,2019,STL
Art Stratton,1935-10-08,8,1960,1968,"NYR,DET,CBH,PHI,PIT"
Raffi Torres,1981-10-08,12,2002,2014,"NYI,EDM,CBJ,BUF,VAN,PHX,SJS"
Larry Wright,1951-10-08,6,1972,1978,"PHI,CGS,DET"
Bill Allum,1916-10-09,0,1941,1941,NYR
Nicolas Beaudin,1999-10-09,0,2020,2020,CHI
Don Caley,1945-10-09,0,1968,1968,STL
Bill Cook*,1896-10-09,10,1927,1937,NYR
Trevor Daley,1983-10-09,16,2004,2020,"DAL,CHI,PIT,DET"
Phillip Di Giuseppe,1993-10-09,4,2016,2020,"CAR,NSH,NYR"
Stephen Gionta,1983-10-09,8,2011,2019,"NJD,NYI"
Larry Hale,1941-10-09,3,1969,1972,PHI
Cameron Hughes,1996-10-09,0,2020,2020,BOS
Jack Keating,1916-10-09,1,1939,1940,DET
Jason Krog,1975-10-09,9,2000,2009,"NYI,MDA,ATL,NYR,VAN"
Arnie Kullman,1927-10-09,2,1948,1950,BOS
Alain Langlais,1950-10-09,1,1974,1975,MNS
Jason Morgan,1976-10-09,10,1997,2007,"LAK,CGY,NSH,CHI,MIN"
Rem Murray,1972-10-09,9,1997,2006,"EDM,NYR,NSH"
Evgeny Namestnikov,1971-10-09,6,1994,2000,"VAN,NYI,NSH"
Garry Peters,1942-10-09,7,1965,1972,"MTL,NYR,PHI,BOS"
Alexandre Picard,1985-10-09,4,2006,2010,CBJ
Al Rollins,1926-10-09,10,1950,1960,"TOR,CBH,NYR"
Wayne Thomas,1947-10-09,8,1973,1981,"MTL,TOR,NYR"
Art Townsend,1905-10-09,0,1927,1927,CBH
Tony Tuzzolino,1975-10-09,4,1998,2002,"MDA,NYR,BOS"
Greg Vaydik,1955-10-09,0,1977,1977,CBH
Henrik Zetterberg,1980-10-09,15,2003,2018,DET
Gerry Carson,1905-10-10,8,1929,1937,"MTL,NYR,MTM"
Mal Davis,1956-10-10,7,1979,1986,"DET,BUF"
