player,birthday,yrs,from,to,month,day,country
Edwin George,1895-01-21,1,1924,1925,1,21,USA
Robert Walter,1949-10-10,3,1974,1977,10,10,USA
Stanley Kenneth,1914-02-19,2,1936,1938,2,19,USA
Robert Oberton,1925-04-11,1,1955,1956,4,11,USA
William James,1966-06-05,12,1989,2001,6,5,USA
Henry,1866-06-12,0,1895,1895,6,12,USA
Edward Wayne,1941-10-31,8,1964,1972,10,31,USA
Scott Edward,1972-09-21,11,1996,2007,9,21,USA
Leslie Charles,1951-01-23,8,1972,1980,1,23,USA
Ryan Adam,1979-09-05,6,2005,2011,9,5,USA
Daniel Ray,1951-11-27,11,1974,1985,11,27,USA
William Harry,1954-07-18,11,1978,1989,7,18,USA
Harold Stewart,1913-05-27,7,1939,1946,5,27,USA
Scipio Ronald,1947-07-12,4,1969,1973,7,12,USA
Ernest Lee,1975-01-28,4,2001,2005,1,28,USA
Paul William,1946-10-08,14,1970,1984,10,8,USA
Andrea Ettore,1908-10-18,0,1932,1932,10,18,USA
Alfred Ray,1902-12-03,7,1928,1935,12,3,USA
Paul Nikola,1970-09-24,6,1994,2000,9,24,CAN
Karl Gustave,1884-05-21,0,1908,1908,5,21,USA
Karl Benjamin,1931-06-23,1,1954,1955,6,23,USA
Timothy Floyd,1979-10-21,2,2001,2003,10,21,USA
James Russell,1909-04-10,0,1930,1930,4,10,USA
Jerry Carl,1967-06-14,7,1993,2000,6,14,USA
Charles Wellington,1864-10-10,3,1887,1890,10,10,USA
Edward Nelson,1945-09-16,8,1968,1976,9,16,USA
Edward Nelson,1967-07-25,10,1991,2001,7,25,USA
Homer Franklin,1920-11-09,0,1947,1947,11,9,USA
Henry Lee,1888-07-10,1,1911,1912,7,10,USA
George Herman,1937-05-22,5,1965,1970,5,22,USA
Bradford Louis,1904-05-09,1,1925,1926,5,9,USA
Dennis LeRoy,1965-02-12,7,1995,2002,2,12,USA
George Chelston,1989-09-19,5,2014,2019,9,19,USA
Jack Russell,1933-03-11,10,1955,1965,3,11,USA
Jeffrey Scott,1992-09-20,1,2018,2019,9,20,USA
Joseph Conrad,1902-08-03,3,1930,1933,8,3,USA
Russell Paul,1968-11-07,18,1992,2010,11,7,USA
Steven Michael,1961-02-11,2,1990,1992,2,11,USA
Robert Samuel,1941-12-05,0,1961,1961,12,5,USA
Charles William,1919-01-09,0,1945,1945,1,9,USA
Robert John,1956-04-14,3,1978,1981,4,14,USA
Ezekiel Stephen,1989-09-11,1,2013,2014,9,11,USA
Fred,1901-10-09,3,1924,1927,10,9,USA
Jay Aaron,1976-07-05,0,2000,2000,7,5,USA
Christopher Michael,1977-06-28,4,2003,2007,6,28,USA
Edward Frederick,1872-01-09,0,1891,1891,1,9,USA
Michael Lynn,1952-03-05,10,1975,1985,3,5,USA
George Charles,1957-10-29,0,1980,1980,10,29,USA
William Edward,1887-10-24,4,1910,1914,10,24,USA
Marvin Gustave,1942-03-13,7,1964,1971,3,13,USA
William Charles,1938-08-13,7,1960,1967,8,13,USA
James Joseph,1868-01-30,9,1890,1899,1,30,USA
Henry Alexander,1891-11-01,0,1916,1916,11,1,USA
John Henry,1870-04-08,0,1893,1893,4,8,USA
Stephen Robert,1951-05-06,1,1977,1978,5,6,USA
Charles Sylvester,1873-01-10,9,1897,1906,1,10,USA
Garland,1879-04-13,10,1903,1913,4,13,USA
Larry Floyd,1941-06-29,9,1964,1973,6,29,USA
Scott Edmund,1970-03-06,5,1993,1998,3,6,USA
Roy Joseph,1950-01-06,4,1975,1979,1,6,USA
George Tucker,1911-08-04,12,1934,1946,8,4,USA
Matthew Wade,1968-02-27,19,1992,2011,2,27,CAN
George Gaylord,1899-05-02,0,1925,1925,5,2,USA
Gerald Lee,1920-08-21,14,1947,1961,8,21,USA
Henry Eli,1866-11-03,7,1888,1895,11,3,USA
George Tweedy,1867-11-17,8,1890,1898,11,17,USA
George Walborn,1916-04-01,0,1943,1943,4,1,USA
Jacob Daniel,1989-12-22,3,2016,2019,12,22,USA
Evan Tracy,1937-08-31,6,1960,1966,8,31,USA
Thomas Virgil,1922-01-03,6,1947,1953,1,3,USA
Eric James,1991-09-25,0,2019,2019,9,25,USA
Craig N.,1984-03-09,10,2009,2019,3,9,USA
Oscar Harland,1883-03-17,19,1906,1925,3,17,USA
Charles,1916-01-09,5,1941,1946,1,9,USA
Jason Wayne,1978-11-09,6,2001,2007,11,9,USA
Jerome John,1901-11-02,4,1925,1929,11,2,USA
Alfred Peter,1892-04-25,4,1911,1915,4,25,USA
Albert Wilfred,1943-12-24,0,1963,1963,12,24,USA
Ryne Thomas,1991-07-26,2,2017,2019,7,26,USA
Jason John,1977-01-23,4,2003,2007,1,23,USA
Kevin Bruce,1955-12-19,0,1979,1979,12,19,USA
Daniel Adam,1985-12-22,3,2010,2013,12,22,USA
Albert Lee,1936-10-27,9,1961,1970,10,27,USA
Donald Joseph,1951-02-12,10,1972,1982,2,12,USA
Peter Louis,1963-04-18,1,1987,1988,4,18,USA
Robert Wayne,1972-03-10,3,1997,2000,3,10,USA
Stephen Blair,1961-06-19,2,1987,1989,6,19,USA
Andrew Neal,1964-08-10,6,1992,1998,8,10,USA
Edward Raymond,1915-09-03,10,1943,1953,9,3,USA
Joe Donald,1931-07-23,0,1959,1959,7,23,USA
Thomas Francis,1882-03-20,0,1904,1904,3,20,USA
Robert William,1954-11-10,12,1977,1989,11,10,USA
John Leonard,1889-11-13,0,1911,1911,11,13,USA
Cody Franklin,1988-12-21,0,2015,2015,12,21,USA
Frederick Blair,1947-08-13,13,1969,1982,8,13,USA
James Francis,1887-12-01,0,1914,1914,12,1,USA
Joseph Bernard,1881-04-02,12,1897,1909,4,2,USA
Mitchell Jack,1942-07-20,14,1964,1978,7,20,USA
Robert Michael,1963-06-25,14,1986,2000,6,25,USA
Craig Leo,1982-03-08,2,2007,2009,3,8,Saudi Arabia
John James,1885-12-06,0,1918,1918,12,6,USA
George Washington,1906-06-19,0,1931,1931,6,19,USA
Henry Edward,1869-09-22,0,1900,1900,9,22,USA
Leroy Bobby,1946-04-10,8,1970,1978,4,10,USA
Michael Thomas,1952-09-25,10,1975,1985,9,25,USA
William Michael,1967-06-02,18,1989,2007,6,2,USA
Giancarlo Cruz-Michael,1989-11-08,9,2010,2019,11,8,USA
Thomas Patrick,1874-10-25,0,1904,1904,10,25,USA
David Leslie,1954-01-16,6,1980,1986,1,16,USA
David Earl,1961-10-16,1,1987,1988,10,16,USA
Wilver Dornel,1940-03-06,20,1962,1982,3,6,USA
Conrad,1880-11-16,0,1906,1906,11,16,Russia
Dennis,1974-10-27,10,1999,2009,10,27,USA
Monroe Randolph,1885-01-19,3,1909,1912,1,19,USA
Matthew Scott,1965-01-21,3,1987,1990,1,21,USA
Derek,1992-08-03,0,2019,2019,8,3,USA
George Henry,1873-10-06,0,1902,1902,10,6,USA
William,1911-02-16,1,1935,1936,2,16,USA
Charles Watkin,1878-08-30,4,1905,1909,8,30,USA
Richard Eugene,1921-03-02,4,1947,1951,3,2,USA
Herman Paul,1936-11-20,2,1963,1965,11,20,USA
Raymond Francis,1906-04-23,13,1932,1945,4,23,USA
Joseph,1842-10-14,15,1871,1886,10,14,USA
Cody William,1994-06-04,0,2019,2019,6,4,USA
Brock James,1989-08-07,0,2017,2017,8,7,USA
Max Robert,1991-03-15,6,2013,2019,3,15,USA
David Alan,1968-04-12,1,1993,1994,4,12,USA
Joseph,1948-03-08,1,1972,1973,3,8,USA
Arnold John,1897-10-20,9,1919,1928,10,20,USA
Daniel Joseph,1944-04-01,22,1963,1985,4,1,USA
Charles Edward,1898-01-10,2,1923,1925,1,10,USA
Timothy James,1982-06-02,10,2005,2015,6,2,USA
Joshua Tyler,1993-12-21,0,2019,2019,12,21,USA
Nicholas Lee,1982-05-03,2,2008,2010,5,3,USA
Edward Joseph,1921-08-05,3,1951,1954,8,5,USA
Randy Anthony,1960-08-23,10,1984,1994,8,23,USA
William Eckloof,1853-03-20,4,1871,1875,3,20,USA
Daniel Eckford,1861-10-17,9,1880,1889,10,17,USA
John Hardin,1951-08-21,10,1974,1984,8,21,USA
Norman Thomas,1901-05-08,NA,NA,NA,5,8,USA
William Theodore,1869-10-20,0,1890,1890,10,20,USA
Gene Urban,1973-08-12,2,2000,2002,8,12,USA
Andrew Paul,1991-01-10,2,2017,2019,1,10,USA
John C.,1850-06-12,0,1879,1879,6,12,Czech Republic
William Mitchell,1886-10-05,4,1910,1914,10,5,USA
Robert Wesley,1894-03-29,3,1916,1919,3,29,CAN
Elmer Rae,1884-05-17,4,1907,1911,5,17,USA
Morris James,1875-06-29,3,1899,1902,6,29,USA
James Earl,1961-05-30,2,1987,1989,5,30,USA
William John,1887-11-11,3,1912,1915,11,11,USA
Kenneth Gregory,1970-10-13,0,1998,1998,10,13,USA
Milton Henry,1898-05-26,2,1924,1926,5,26,USA
Frederick Eugene,1872-08-16,0,1894,1894,8,16,USA
Morris Dale,1940-10-07,3,1962,1965,10,7,USA
John Robert,1959-09-22,4,1983,1987,9,22,USA
David William,1954-01-30,6,1978,1984,1,30,USA
Benjamin Saunders,1921-07-28,2,1945,1947,7,28,USA
William Robert,1907-02-07,0,1931,1931,2,7,USA
William Allen,1947-01-21,13,1972,1985,1,21,USA
William Blake,1973-08-03,4,1998,2002,8,3,USA
Edward F.,1869-09-05,8,1890,1898,9,5,USA
Eugene Gass,1892-11-17,0,1912,1912,11,17,USA
Harry M.,1875-09-29,13,1898,1911,9,29,USA
Henry John,1913-03-22,2,1937,1939,3,22,USA
Irvin Michael,1911-05-21,0,1932,1932,5,21,USA
Justin Marion,1911-08-09,0,1938,1938,8,9,USA
Raymond,1894-11-13,1,1923,1924,11,13,USA
William Randolph,1953-03-07,4,1978,1982,3,7,USA
James Harry,1915-01-07,0,1945,1945,1,7,USA
Terry Lee,1962-03-02,13,1986,1999,3,2,USA
Ricky Francis,1956-08-27,2,1982,1984,8,27,USA
William F.,1865-04-22,0,1885,1885,4,22,USA
William Jennings,1894-03-20,0,1916,1916,3,20,USA
Richard Francis,1948-10-08,3,1971,1974,10,8,USA
Jeffrey Alan,1958-03-02,0,1980,1980,3,2,USA
Frederick Boothe,1885-09-22,1,1908,1909,9,22,USA
Stephen Joseph,1977-05-20,1,2005,2006,5,20,USA
William,1865-05-06,3,1885,1888,5,6,USA
Charles Dillon,1890-07-30,13,1912,1925,7,30,USA
David Rotchford,1933-09-12,2,1962,1964,9,12,USA
Michael Steven,1958-05-29,4,1982,1986,5,29,USA
Renaldo Antonio,1951-04-05,10,1971,1981,4,5,Panama
Dernell Renauld,1978-06-17,0,2003,2003,6,17,USA
Jacob Charles,1867-06-24,9,1890,1899,6,24,USA
George Benjamin,1867-09-28,2,1892,1894,9,28,USA
Robert Lloyd,1928-08-11,0,1955,1955,8,11,USA
Bryan Maris,1920-07-14,1,1947,1948,7,14,USA
Louis Roberts,1944-07-13,0,1968,1968,7,13,USA
Clarence Wright,1863-08-19,5,1886,1891,8,19,USA
Reuben Crandol,1869-09-22,0,1892,1892,9,22,USA
Chester Earl,1947-07-31,7,1971,1978,7,31,USA
Garrett Charles,1972-01-02,7,1996,2003,1,2,USA
Glen Eugene,1933-01-20,12,1952,1964,1,20,USA
Jackson Tanner,1994-05-11,1,2017,2018,5,11,USA
Jerry Joseph,1943-10-06,7,1963,1970,10,6,USA
James Walter,1883-12-10,5,1907,1912,12,10,USA
Joseph Chester,1921-06-30,4,1943,1947,6,30,USA
John Herman,1941-04-13,9,1964,1973,4,13,USA
John M.,1979-11-15,0,2002,2002,11,15,Australia
Phillip Raymond,1960-09-19,3,1989,1992,9,19,USA
Carl Ray,1962-09-22,2,1990,1992,9,22,USA
Jackson Riggs,1898-01-05,13,1921,1934,1,5,USA
Robert William,1993-02-24,3,2016,2019,2,24,USA
Vernon Decatur,1920-10-23,14,1941,1955,10,23,USA
Walter McQueen,1911-03-27,2,1935,1937,3,27,USA
Randall Wayne,1951-04-21,0,1974,1974,4,21,USA
Adam James,1980-02-12,5,2005,2010,2,12,CAN
Charles Hurlbut,1889-10-01,1,1912,1913,10,1,USA
Mitchel Blake,1981-01-16,4,2007,2011,1,16,USA
Andrew Patrick,1994-06-01,2,2017,2019,6,1,USA
Robert Jordan,1907-04-17,0,1931,1931,4,17,USA
Charles Augustus,1918-07-10,7,1941,1948,7,10,USA
David James,1970-03-04,6,1994,2000,3,4,USA
Edward Lee,1925-01-12,5,1945,1950,1,12,USA
Jeffrey Allen,1983-09-05,2,2009,2011,9,5,USA
James Arthur,1889-08-25,0,1914,1914,8,25,USA
DeWain Lee,1967-07-10,12,1990,2002,7,10,USA
R C,1934-07-22,3,1958,1961,7,22,USA
Robert Edward,1855-01-01,0,1875,1875,1,1,USA
Todd Anthony,1971-11-15,1,1995,1996,11,15,USA
Asa,1869-02-14,0,1895,1895,2,14,USA
Andrew David,1970-12-05,0,1997,1997,12,5,CAN
William Wayne,1928-04-12,0,1955,1955,4,12,USA
Brock Allen,1991-10-03,3,2016,2019,10,3,USA
Edward Perry,1916-06-15,13,1941,1954,6,15,USA
Veston Goff,1931-01-07,4,1952,1956,1,7,USA
Christopher David,1982-02-19,12,2006,2018,2,19,USA
Christin Gaylin Harris,1993-12-10,1,2018,2019,12,10,USA
David Keith,1957-02-19,17,1978,1995,2,19,USA
Demetrius Jerome,1993-11-30,1,2018,2019,11,30,USA
Frank,1906-09-08,0,1927,1927,9,8,USA
Glen Weldon,1912-09-29,4,1940,1944,9,29,USA
Ian Kenneth,1985-04-05,7,2007,2014,4,5,USA
James Franklin,1939-06-11,10,1963,1973,6,11,USA
Joseph Lawrence,1879-03-11,0,1904,1904,3,11,USA
Joshua Craig,1978-12-05,1,2003,2004,12,5,USA
Kohl Robert,1994-10-07,1,2018,2019,10,7,USA
Walter Cleveland,1900-09-23,14,1921,1935,9,23,USA
Mark,1889-10-14,0,1913,1913,10,14,USA
William Macklin,1914-09-23,1,1944,1945,9,23,USA
Walter Nesbitt,1918-05-21,0,1940,1940,5,21,USA
Samuel Lee,1954-10-28,9,1978,1987,10,28,USA
Scott Edward,1975-08-14,3,2001,2004,8,14,USA
Shannon Harold,1974-02-25,13,1995,2008,2,25,USA
John Franklin,1894-01-31,13,1916,1929,1,31,USA
Charles Parnell,1890-11-16,1,1913,1914,11,16,USA
Zachary Robert,1986-09-28,1,2011,2012,9,28,USA
Phillip Wayne,1968-11-18,0,1994,1994,11,18,USA
David Andrew,1957-07-22,19,1979,1998,7,22,USA
Fred Warren,1901-06-01,2,1929,1931,6,1,USA
Richard Lewis,1936-01-24,6,1960,1966,1,24,USA
Rolland Mays,1906-11-17,3,1930,1933,11,17,USA
Kurt Andrew,1965-06-04,10,1986,1996,6,4,USA
Ronald Roy,1939-12-03,1,1961,1962,12,3,USA
Royle Eldon,1951-01-02,2,1975,1977,1,2,USA
Craig Steven,1954-11-18,1,1980,1981,11,18,USA
Archibald Ray,1873-05-30,2,1900,1902,5,30,USA
Carl Remus,1894-07-18,0,1923,1923,7,18,USA
Lee Elbert,1913-11-17,4,1934,1938,11,17,USA
Kelly Lee,1970-02-14,13,1994,2007,2,14,USA
Gorrell Robert,1945-10-11,11,1969,1980,10,11,USA
Joshua Randall,1988-03-14,3,2011,2014,3,14,USA
Garret C.,1849-10-13,0,1871,1871,10,13,USA
George Henry,1918-10-26,9,1943,1952,10,26,USA
Matthew Steven,1990-05-28,1,2014,2015,5,28,USA
John Elmer,1868-03-31,10,1889,1899,3,31,USA
Kenton Locke,1993-01-31,0,2019,2019,1,31,USA
Charles Klein,1929-07-02,14,1947,1961,7,2,USA
Kevin Douglas,1970-02-13,7,1993,2000,2,13,USA
Leonard Clark,1859-08-25,11,1879,1890,8,25,USA
Myreon Romel,1980-08-15,0,2007,2007,8,15,USA
Milton Joseph,1893-07-11,13,1913,1926,7,11,USA
Otis Hinkley,1871-08-07,3,1893,1896,8,7,USA
Phillip Matthew,1980-01-25,2,2006,2008,1,25,United Kingdom
Robert Anthony,1989-11-21,1,2018,2019,11,21,USA
Wesley Gay,1934-04-10,8,1959,1967,4,10,USA
Robert Lyle,1957-03-08,6,1981,1987,3,8,USA
Timothy Paul,1953-01-24,14,1975,1989,1,24,USA
Albert John,1900-01-01,1,1925,1926,1,1,USA
Arthur Milton,1896-09-13,0,1925,1925,9,13,USA
Brian Alexander,1979-09-07,4,2006,2010,9,7,USA
Edwin Arnold,1892-10-09,1,1923,1924,10,9,USA
William Hambly,1944-04-07,7,1967,1974,4,7,USA
Darragh Dean,1930-09-01,10,1953,1963,9,1,USA
Charles Richard,1911-12-05,0,1945,1945,12,5,USA
Dwight Ely,1886-08-02,1,1913,1914,8,2,USA
George Robert,1876-09-03,7,1903,1910,9,3,USA
George Heard,1946-07-09,8,1967,1975,7,9,USA
Eugene Daniel,1944-01-16,0,1969,1969,1,16,USA
Jeffrey Glen,1960-12-26,7,1983,1990,12,26,USA
John Thomas,1905-10-10,10,1928,1938,10,10,USA
John Andrew,1908-11-08,0,1933,1933,11,8,USA
Ulysses Simpson Grant,1899-02-28,9,1922,1931,2,28,USA
Ricky L.,1975-02-28,6,2001,2007,2,28,USA
John Vernon,1918-08-23,0,1943,1943,8,23,USA
Harry Ronald,1942-09-09,6,1966,1972,9,9,USA
Steven Michael,1947-07-14,10,1971,1981,7,14,USA
William Arthur,1901-09-18,0,1923,1923,9,18,USA
Tobi Neal,1984-12-03,1,2009,2010,12,3,Germany
James Wellington,1972-06-30,0,1998,1998,6,30,USA
Drew Patrick,1987-08-11,7,2010,2017,8,11,USA
Mickey Charles,1986-03-16,1,2012,2013,3,16,USA
Howard Edward,1911-05-15,1,1931,1932,5,15,USA
Alan Marshall,1884-09-27,3,1906,1909,9,27,USA
Lindo Ivan,1906-12-05,3,1930,1933,12,5,USA
Trevor John,1992-11-15,3,2016,2019,11,15,USA
Melvin Leon,1941-11-13,10,1964,1974,11,13,USA
Melvin Leon,1963-12-28,0,1990,1990,12,28,USA
Todd Vernon,1965-05-20,14,1988,2002,5,20,USA
Thomas Carl,1869-12-02,0,1898,1898,12,2,USA
Allyn McClelland,1904-10-31,12,1931,1943,10,31,USA
Eric Joseph,1993-03-27,0,2018,2018,3,27,USA
DaRond Tyrone,1973-01-03,0,1998,1998,1,3,USA
George Thomas,1877-11-23,11,1904,1915,11,23,USA
Jesse Cramer,1875-07-24,1,1903,1904,7,24,USA
Harry Duffield,1856-12-20,13,1880,1893,12,20,USA
Raymond Thomas,1915-06-06,0,1938,1938,6,6,USA
Christopher James,1974-08-18,0,1999,1999,8,18,USA
Harold Rudolph,1937-08-29,0,1960,1960,8,29,USA
Maxim Joseph,1980-04-17,0,2010,2010,4,17,CAN
Richard Bernard,1923-12-04,0,1954,1954,12,4,USA
Matthew Scott,1991-11-12,3,2016,2019,11,12,USA
Michael Wayne,1947-03-14,3,1970,1973,3,14,USA
Daniel Steven,1988-12-01,7,2012,2019,12,1,USA
Joseph Allan,1954-04-30,2,1979,1981,4,30,USA
Lester Paul,1959-10-10,1,1987,1988,10,10,Venezuela
Robert Edwin,1950-06-13,0,1972,1972,6,13,USA
Alan Cochrane,1906-11-07,8,1934,1942,11,7,USA
Joseph Douglas,1964-04-13,9,1989,1998,4,13,USA
John Lawrence,1885-12-05,0,1915,1915,12,5,USA
Paul Oscar Edward,1893-12-19,11,1913,1924,12,19,USA
Patrick Martin,1980-08-23,1,2002,2003,8,23,USA
Samuel Nicklin,1876-12-16,12,1896,1908,12,16,USA
Stephen James,1988-07-20,9,2010,2019,7,20,USA
Asa Evans,1853-02-10,0,1881,1881,2,10,USA
Christopher Lee,1990-08-22,3,2016,2019,8,22,USA
Monty Franklin Pierce,1912-05-21,4,1934,1938,5,21,USA
Chilton Scott,1869-10-02,7,1888,1895,10,2,USA
Joseph J.,1858-01-19,3,1880,1883,1,19,USA
Joseph,1858-11-16,2,1884,1886,11,16,USA
Ryan Lee,1988-03-04,0,2015,2015,3,4,USA
Darryl Eugene,1962-03-12,16,1983,1999,3,12,USA
Myles James Noble,1994-10-17,1,2018,2019,10,17,USA
Charles Evard,1882-09-30,27,1904,1931,9,30,USA
Huston Lowell,1983-08-02,12,2005,2017,8,2,USA
Oscar William,1873-07-07,3,1899,1902,7,7,USA
Edward Harold,1905-04-10,3,1928,1931,4,10,USA
Philip,1880-04-16,1,1909,1910,4,16,USA
Walter Herbert,1935-09-26,2,1954,1956,9,26,USA
William Goss,1908-03-29,0,1937,1937,3,29,USA
John A.,1859-06-08,11,1882,1893,6,8,USA
Elmer Griffin,1876-08-29,3,1904,1907,8,29,USA
George Bevan,1926-01-10,10,1950,1960,1,10,USA
Hunter Drew,1988-09-24,5,2014,2019,9,24,USA
James Michael,1946-06-12,4,1971,1975,6,12,USA
Charles Ernest,1858-09-15,0,1882,1882,9,15,USA
Scott Michael,1976-04-26,11,1999,2010,4,26,USA
George Andrew,1856-10-16,6,1879,1885,10,16,USA
Wilbur Scott,1933-10-23,1,1959,1960,10,23,USA
Louis Bernard,1917-05-13,9,1941,1950,5,13,USA
Nicholas,1915-03-01,8,1940,1948,3,1,USA
Joseph Valentine,1903-02-03,10,1928,1938,2,3,USA
Thomas Ross,1989-11-23,3,2016,2019,11,23,USA
Mark Arthur,1969-04-04,0,1998,1998,4,4,USA
Albert Irving,1884-06-11,1,1905,1906,6,11,USA
John Emery,1946-10-13,4,1970,1974,10,13,USA
Brent Terry,1948-10-14,5,1972,1977,10,14,USA
Floyd Marvin,1916-08-01,0,1939,1939,8,1,USA
Marcus Earl,1991-05-01,5,2014,2019,5,1,USA
Jamal Najar,1978-08-05,2,2003,2005,8,5,USA
James Melvin,1901-05-29,0,1929,1929,5,29,USA
Joseph Benjamin,1962-09-09,1,2000,2001,9,9,USA
Pedro Angel,1985-06-13,10,2009,2019,6,13,D.R.
Edwin Marvin,1939-10-31,5,1966,1971,10,31,USA
Ralph Vivian,1885-03-15,6,1910,1916,3,15,USA
Stephen Lewis,1952-03-15,0,1982,1982,3,15,USA
Amos Aaron,1889-01-22,16,1908,1924,1,22,USA
Clarence Herbert,1909-02-24,0,1934,1934,2,24,USA
Albert Frederick,1860-06-26,0,1884,1884,6,26,USA
Sterling Alpa,1895-07-29,2,1924,1926,7,29,USA
William Alexander,1873-08-28,4,1895,1899,8,28,USA
Richard Lee,1932-11-07,11,1958,1969,11,7,USA
John Davis,1901-04-27,3,1922,1925,4,27,USA
Luther Lane,1892-05-23,0,1921,1921,5,23,USA
Marlin Henry,1918-08-08,5,1949,1954,8,8,USA
Robert Andrew,1984-10-04,8,2009,2017,10,4,USA
Franklin Lee,1960-10-21,11,1984,1995,10,21,USA
Garrett Patrick,1993-05-26,0,2019,2019,5,26,USA
Lawrence George,1938-03-31,0,1967,1967,3,31,USA
George Anton,1899-03-02,4,1921,1925,3,2,USA
Paul Harrington,1927-03-22,3,1950,1953,3,22,USA
Everett James,1971-08-24,5,1997,2002,8,24,USA
Eric William,1979-12-09,9,2006,2015,12,9,USA
George Irvin,1873-06-30,0,1894,1894,6,30,USA
William Frederick,1892-03-21,1,1912,1913,3,21,USA
Daniel Arthur,1991-01-04,3,2016,2019,1,4,USA
George Frederick,1910-12-15,5,1931,1936,12,15,USA
James Gilbert,1932-02-10,2,1957,1959,2,10,USA
John Anton,1957-05-09,3,1982,1985,5,9,USA
Guy,1899-08-07,1,1927,1928,8,7,USA
Thomas Virgil,1930-04-28,9,1955,1964,4,28,USA
Tyler James,1985-12-20,0,2016,2016,12,20,USA
Robert Harwood,1919-08-06,8,1940,1948,8,6,USA
Dean Donnell,1892-12-01,0,1914,1914,12,1,USA
John Peter Joseph,1916-01-23,0,1941,1941,1,23,USA
Tanyon James,1970-10-12,13,1995,2008,10,12,USA
Michael Christopher,1986-09-04,2,2011,2013,9,4,USA
George Washington,1889-02-13,0,1926,1926,2,13,USA
James Marcellin,1871-06-06,0,1902,1902,6,6,USA
William Graves,1899-11-27,12,1919,1931,11,27,USA
Christopher Desmond,1973-01-19,9,1995,2004,1,19,USA
Cornelius William,1868-12-10,0,1890,1890,12,10,USA
Albert Joe,1989-10-08,1,2016,2017,10,8,Venezuela
Andrew Jose,1992-09-11,1,2018,2019,9,11,USA
Eugenio Alejandro,1991-07-18,5,2014,2019,7,18,Venezuela
Jose Rances,1998-01-03,0,2019,2019,1,3,Venezuela
Kenneth Raymond,1943-04-12,7,1966,1973,4,12,USA
Luis Abelardo,1916-08-24,0,1944,1944,8,24,Cuba
Ranger,1995-08-26,1,2018,2019,8,26,Venezuela
Richard Stanley,1944-10-15,0,1970,1970,10,15,USA
Charles Morris,1915-08-15,0,1938,1938,8,15,USA
James Joseph,1927-08-25,2,1950,1952,8,25,USA
Charles Anthony,1858-11-11,1,1883,1884,11,11,USA
Jesus Marcelo,1988-04-30,6,2013,2019,4,30,Venezuela
William Paul,1946-03-27,7,1968,1975,3,27,USA
Peter,1916-04-16,14,1941,1955,4,16,USA
John William,1874-09-17,9,1897,1906,9,17,USA
Wander,1991-09-15,1,2018,2019,9,15,D.R.
Williams,1966-11-07,1,1992,1993,11,7,D.R.
Joseph,1870-07-31,19,1893,1912,7,31,USA
George Franklin,1882-07-07,7,1908,1915,7,7,USA
August Richard,1906-01-03,10,1930,1940,1,3,USA
Clyde Leroy,1901-11-30,19,1926,1945,11,30,USA
Edward Anthony,1943-03-03,2,1964,1966,3,3,USA
Guy Patrick,1955-11-07,3,1980,1983,11,7,USA
Ernest Richard,1910-07-07,0,1936,1936,7,7,USA
Andrew Raymond,1884-08-30,0,1904,1904,8,30,USA
William,1853-07-04,0,1878,1878,7,4,Ireland
William Joseph,1875-02-01,17,1899,1916,2,1,USA
William Joseph,1910-10-23,16,1931,1947,10,23,USA
John Frank,1856-01-12,3,1877,1880,1,12,USA
Charles Edward,1903-05-23,3,1928,1931,5,23,USA
Cory,1979-08-20,5,2005,2010,8,20,USA
Daniel C.,1857-05-09,4,1882,1886,5,9,USA
Dennis J.,1858-06-26,1,1879,1880,6,26,USA
Dennis William,1882-09-28,4,1905,1909,9,28,USA
Franklin Leal,1930-01-23,10,1953,1963,1,23,USA
Harry Andrew,1888-04-12,0,1909,1909,4,12,USA
Haywood Cooper,1930-12-15,8,1955,1963,12,15,USA
Carl Mancel,1918-02-22,0,1944,1944,2,22,USA
Daniel James,1867-04-25,7,1891,1898,4,25,USA
James Richard,1894-04-05,2,1921,1923,4,5,USA
Joseph Daniel,1870-01-06,3,1893,1896,1,6,USA
John Eugene,1873-02-16,3,1905,1908,2,16,USA
John Jeremiah,1894-05-31,0,1919,1919,5,31,USA
John Lawrence,1890-03-21,1,1920,1921,3,21,USA
Joe,1910-09-26,6,1935,1941,9,26,USA
John Paul,1920-11-02,7,1942,1949,11,2,USA
John Peter,1941-01-03,5,1963,1968,1,3,USA
Paul Thomas,1916-09-07,0,1939,1939,9,7,USA
Martin C.,1862-10-20,4,1887,1891,10,20,USA
Marc Cooper,1958-07-25,5,1982,1987,7,25,USA
Michael Joseph,1860-03-10,0,1888,1888,3,10,USA
Michael Joseph,1866-10-23,10,1889,1899,10,23,USA
Patrick B.,1861-08-18,0,1884,1884,8,18,USA
Patrick Joseph,1854-03-24,NA,NA,NA,3,24,USA
Russell Guy,1923-02-19,2,1951,1953,2,19,USA
William Scott,1971-03-13,9,1995,2004,3,13,USA
Suter Grant,1872-10-14,1,1898,1899,10,14,USA
Thomas,1860-03-01,5,1884,1889,3,1,USA
Thomas Augustin,1895-10-18,0,1922,1922,10,18,USA
Thomas Brandon,1906-12-19,0,1925,1925,12,19,USA
William F.,1864-03-12,NA,NA,NA,3,12,USA
Cole Young,1990-03-12,0,2019,2019,3,12,USA
Homer Wayne,1898-11-03,10,1920,1930,11,3,USA
John Junior,1946-06-15,10,1974,1984,6,15,USA
